33,53,1,3,104,9,
34,54,2,4,0,10,
35,55,72,5,1,11,
38,0,4,6,105,12,
39,1,5,7,3,13,
40,2,73,8,4,14,
43,3,7,89,106,15,
44,4,8,90,6,16,
45,5,74,91,7,17,
0,58,10,12,107,18,
1,59,11,13,9,19,
2,60,76,14,10,20,
3,9,13,15,108,21,
4,10,14,16,12,22,
5,11,77,17,13,23,
6,12,16,93,109,24,
7,13,17,94,15,25,
8,14,78,95,16,26,
9,63,19,21,110,116,
10,64,20,22,18,117,
11,65,80,23,19,118,
12,18,22,24,111,119,
13,19,23,25,21,120,
14,20,81,26,22,121,
15,21,25,97,112,122,
16,22,26,98,24,123,
17,23,82,99,25,124,
125,150,28,32,225,52,
130,151,29,33,27,53,
135,152,30,34,28,54,
140,153,31,35,29,55,
145,154,175,36,30,56,
126,27,33,37,230,104,
131,28,34,38,32,0,
136,29,35,39,33,1,
141,30,36,40,34,2,
146,31,176,41,35,72,
127,32,38,42,235,105,
132,33,39,43,37,3,
137,34,40,44,38,4,
142,35,41,45,39,5,
147,36,177,46,40,73,
128,37,43,47,240,106,
133,38,44,48,42,6,
138,39,45,49,43,7,
143,40,46,50,44,8,
148,41,178,51,45,74,
129,42,48,200,245,88,
134,43,49,205,47,89,
139,44,50,210,48,90,
144,45,51,215,49,91,
149,46,179,220,50,75,
27,155,53,104,226,57,
28,156,54,0,52,58,
29,157,55,1,53,59,
30,158,56,2,54,60,
31,159,180,72,55,61,
52,160,58,107,227,62,
53,161,59,9,57,63,
54,162,60,10,58,64,
55,163,61,11,59,65,
56,164,185,76,60,66,
57,165,63,110,228,67,
58,166,64,18,62,68,
59,167,65,19,63,69,
60,168,66,20,64,70,
61,169,190,80,65,71,
62,170,68,113,229,250,
63,171,69,116,67,251,
64,172,70,117,68,252,
65,173,71,118,69,253,
66,174,195,84,70,254,
36,56,181,73,2,76,
41,72,182,74,5,77,
46,73,183,75,8,78,
51,74,184,221,91,79,
72,61,186,77,11,80,
73,76,187,78,14,81,
74,77,188,79,17,82,
75,78,189,222,95,83,
76,66,191,81,20,84,
77,80,192,82,23,85,
78,81,193,83,26,86,
79,82,194,223,99,87,
80,71,196,85,118,259,
81,84,197,86,121,264,
82,85,198,87,124,269,
83,86,199,224,103,274,
47,106,89,201,246,92,
48,6,90,206,88,93,
49,7,91,211,89,94,
50,8,75,216,90,95,
88,109,93,202,247,96,
89,15,94,207,92,97,
90,16,95,212,93,98,
91,17,79,217,94,99,
92,112,97,203,248,100,
93,24,98,208,96,101,
94,25,99,213,97,102,
95,26,83,218,98,103,
96,115,101,204,249,270,
97,122,102,209,100,271,
98,123,103,214,101,272,
99,124,87,219,102,273,
32,52,0,105,231,107,
37,104,3,106,236,108,
42,105,6,88,241,109,
104,57,9,108,232,110,
105,107,12,109,237,111,
106,108,15,92,242,112,
107,62,18,111,233,113,
108,110,21,112,238,114,
109,111,24,96,243,115,
110,67,116,114,234,255,
111,113,119,115,239,260,
112,114,122,100,244,265,
18,68,117,119,113,256,
19,69,118,120,116,257,
20,70,84,121,117,258,
21,116,120,122,114,261,
22,117,121,123,119,262,
23,118,85,124,120,263,
24,119,123,101,115,266,
25,120,124,102,122,267,
26,121,86,103,123,268,
27,-1,-1,-1,-1,-1,
32,-1,-1,-1,-1,-1,
37,-1,-1,-1,-1,-1,
42,-1,-1,-1,-1,-1,
47,-1,-1,-1,-1,-1,
28,-1,-1,-1,-1,-1,
33,-1,-1,-1,-1,-1,
38,-1,-1,-1,-1,-1,
43,-1,-1,-1,-1,-1,
48,-1,-1,-1,-1,-1,
29,-1,-1,-1,-1,-1,
34,-1,-1,-1,-1,-1,
39,-1,-1,-1,-1,-1,
44,-1,-1,-1,-1,-1,
49,-1,-1,-1,-1,-1,
30,-1,-1,-1,-1,-1,
35,-1,-1,-1,-1,-1,
40,-1,-1,-1,-1,-1,
45,-1,-1,-1,-1,-1,
50,-1,-1,-1,-1,-1,
31,-1,-1,-1,-1,-1,
36,-1,-1,-1,-1,-1,
41,-1,-1,-1,-1,-1,
46,-1,-1,-1,-1,-1,
51,-1,-1,-1,-1,-1,
27,-1,-1,-1,-1,-1,
28,-1,-1,-1,-1,-1,
29,-1,-1,-1,-1,-1,
30,-1,-1,-1,-1,-1,
31,-1,-1,-1,-1,-1,
52,-1,-1,-1,-1,-1,
53,-1,-1,-1,-1,-1,
54,-1,-1,-1,-1,-1,
55,-1,-1,-1,-1,-1,
56,-1,-1,-1,-1,-1,
57,-1,-1,-1,-1,-1,
58,-1,-1,-1,-1,-1,
59,-1,-1,-1,-1,-1,
60,-1,-1,-1,-1,-1,
61,-1,-1,-1,-1,-1,
62,-1,-1,-1,-1,-1,
63,-1,-1,-1,-1,-1,
64,-1,-1,-1,-1,-1,
65,-1,-1,-1,-1,-1,
66,-1,-1,-1,-1,-1,
67,-1,-1,-1,-1,-1,
68,-1,-1,-1,-1,-1,
69,-1,-1,-1,-1,-1,
70,-1,-1,-1,-1,-1,
71,-1,-1,-1,-1,-1,
31,-1,-1,-1,-1,-1,
36,-1,-1,-1,-1,-1,
41,-1,-1,-1,-1,-1,
46,-1,-1,-1,-1,-1,
51,-1,-1,-1,-1,-1,
56,-1,-1,-1,-1,-1,
72,-1,-1,-1,-1,-1,
73,-1,-1,-1,-1,-1,
74,-1,-1,-1,-1,-1,
75,-1,-1,-1,-1,-1,
61,-1,-1,-1,-1,-1,
76,-1,-1,-1,-1,-1,
77,-1,-1,-1,-1,-1,
78,-1,-1,-1,-1,-1,
79,-1,-1,-1,-1,-1,
66,-1,-1,-1,-1,-1,
80,-1,-1,-1,-1,-1,
81,-1,-1,-1,-1,-1,
82,-1,-1,-1,-1,-1,
83,-1,-1,-1,-1,-1,
71,-1,-1,-1,-1,-1,
84,-1,-1,-1,-1,-1,
85,-1,-1,-1,-1,-1,
86,-1,-1,-1,-1,-1,
87,-1,-1,-1,-1,-1,
47,-1,-1,-1,-1,-1,
88,-1,-1,-1,-1,-1,
92,-1,-1,-1,-1,-1,
96,-1,-1,-1,-1,-1,
100,-1,-1,-1,-1,-1,
48,-1,-1,-1,-1,-1,
89,-1,-1,-1,-1,-1,
93,-1,-1,-1,-1,-1,
97,-1,-1,-1,-1,-1,
101,-1,-1,-1,-1,-1,
49,-1,-1,-1,-1,-1,
90,-1,-1,-1,-1,-1,
94,-1,-1,-1,-1,-1,
98,-1,-1,-1,-1,-1,
102,-1,-1,-1,-1,-1,
50,-1,-1,-1,-1,-1,
91,-1,-1,-1,-1,-1,
95,-1,-1,-1,-1,-1,
99,-1,-1,-1,-1,-1,
103,-1,-1,-1,-1,-1,
51,-1,-1,-1,-1,-1,
75,-1,-1,-1,-1,-1,
79,-1,-1,-1,-1,-1,
83,-1,-1,-1,-1,-1,
87,-1,-1,-1,-1,-1,
27,-1,-1,-1,-1,-1,
52,-1,-1,-1,-1,-1,
57,-1,-1,-1,-1,-1,
62,-1,-1,-1,-1,-1,
67,-1,-1,-1,-1,-1,
32,-1,-1,-1,-1,-1,
104,-1,-1,-1,-1,-1,
107,-1,-1,-1,-1,-1,
110,-1,-1,-1,-1,-1,
113,-1,-1,-1,-1,-1,
37,-1,-1,-1,-1,-1,
105,-1,-1,-1,-1,-1,
108,-1,-1,-1,-1,-1,
111,-1,-1,-1,-1,-1,
114,-1,-1,-1,-1,-1,
42,-1,-1,-1,-1,-1,
106,-1,-1,-1,-1,-1,
109,-1,-1,-1,-1,-1,
112,-1,-1,-1,-1,-1,
115,-1,-1,-1,-1,-1,
47,-1,-1,-1,-1,-1,
88,-1,-1,-1,-1,-1,
92,-1,-1,-1,-1,-1,
96,-1,-1,-1,-1,-1,
100,-1,-1,-1,-1,-1,
67,-1,-1,-1,-1,-1,
68,-1,-1,-1,-1,-1,
69,-1,-1,-1,-1,-1,
70,-1,-1,-1,-1,-1,
71,-1,-1,-1,-1,-1,
113,-1,-1,-1,-1,-1,
116,-1,-1,-1,-1,-1,
117,-1,-1,-1,-1,-1,
