5,11,16,21,24,26,
27,36,2,4,63,10,
28,37,3,5,1,11,
29,38,45,6,2,12,
30,1,5,7,64,24,
31,2,6,8,4,0,
32,3,46,9,5,16,
33,4,8,54,65,20,
34,5,9,55,7,21,
35,6,47,56,8,17,
1,39,11,24,66,13,
2,40,12,0,10,14,
3,41,48,16,11,15,
10,42,14,25,69,72,
11,43,15,26,13,73,
12,44,51,18,14,74,
6,12,49,17,0,18,
9,16,50,59,21,19,
16,15,52,19,26,77,
17,18,53,62,23,80,
7,24,21,57,68,22,
8,0,17,58,20,23,
20,25,23,60,71,78,
21,26,19,61,22,79,
4,10,0,20,67,25,
24,13,26,22,70,75,
0,14,18,23,25,76,
-1,-1,-1,-1,-1,1,
-1,-1,-1,-1,-1,2,
-1,-1,-1,-1,-1,3,
-1,-1,-1,-1,-1,4,
-1,-1,-1,-1,-1,5,
-1,-1,-1,-1,-1,6,
-1,-1,-1,-1,-1,7,
-1,-1,-1,-1,-1,8,
-1,-1,-1,-1,-1,9,
-1,-1,-1,1,-1,-1,
-1,-1,-1,2,-1,-1,
-1,-1,-1,3,-1,-1,
-1,-1,-1,10,-1,-1,
-1,-1,-1,11,-1,-1,
-1,-1,-1,12,-1,-1,
-1,-1,-1,13,-1,-1,
-1,-1,-1,14,-1,-1,
-1,-1,-1,15,-1,-1,
-1,-1,-1,-1,3,-1,
-1,-1,-1,-1,6,-1,
-1,-1,-1,-1,9,-1,
-1,-1,-1,-1,12,-1,
-1,-1,-1,-1,16,-1,
-1,-1,-1,-1,17,-1,
-1,-1,-1,-1,15,-1,
-1,-1,-1,-1,18,-1,
-1,-1,-1,-1,19,-1,
-1,7,-1,-1,-1,-1,
-1,8,-1,-1,-1,-1,
-1,9,-1,-1,-1,-1,
-1,20,-1,-1,-1,-1,
-1,21,-1,-1,-1,-1,
-1,17,-1,-1,-1,-1,
-1,22,-1,-1,-1,-1,
-1,23,-1,-1,-1,-1,
-1,19,-1,-1,-1,-1,
-1,-1,1,-1,-1,-1,
-1,-1,4,-1,-1,-1,
-1,-1,7,-1,-1,-1,
-1,-1,10,-1,-1,-1,
-1,-1,24,-1,-1,-1,
-1,-1,20,-1,-1,-1,
-1,-1,13,-1,-1,-1,
-1,-1,25,-1,-1,-1,
-1,-1,22,-1,-1,-1,
13,-1,-1,-1,-1,-1,
14,-1,-1,-1,-1,-1,
15,-1,-1,-1,-1,-1,
25,-1,-1,-1,-1,-1,
26,-1,-1,-1,-1,-1,
18,-1,-1,-1,-1,-1,
22,-1,-1,-1,-1,-1,
23,-1,-1,-1,-1,-1,
19,-1,-1,-1,-1,-1,
